"CAMIS","DBA","BORO","BUILDING","STREET","ZIPCODE","PHONE","CUISINE.DESCRIPTION","N.INSPECTIONS"
41497493,"EDDY'S EATS","MANHATTAN","379       ","PARK AVENUE SOUTH               ",10016,"2126854901","American ",11
41497585,"SUBWAY","MANHATTAN","581","3 AVENUE",10016,"2129720526","Sandwiches",7
41497696,"STRONG PLACE","BROOKLYN","270       ","COURT STREET                    ",11231,"7188552105","American ",6
41497700,"KUMO SUSHI","MANHATTAN","214","1 AVENUE",10009,"2125333030","Japanese",12
41497741,"GOLOSI","MANHATTAN","1304      ","2 AVENUE                                          ",10065,"2127721169","Italian",10
41497832,"INWOOD LOCAL WINE BAR & BEER GARDEN","MANHATTAN","4957","BROADWAY",10034,"2125448900","American ",9
41497864,"MILLESIME","MANHATTAN","92        ","MADISON AVENUE                                                                                      ",10016,"2128897100","American ",7
41497881,"THE ONENESS FOUNTAIN HEART","QUEENS","15719     ","72 AVENUE                                                                                           ",11367,"7185913663","Vegetarian",4
41497885,"DOTY'S RESTAURANT","QUEENS","9049      ","SPRINGFIELD BOULEVARD                                                                               ",11428,"7184652777","Filipino",6
41497912,"CONEY ISLAND BAR & GRILL","BROOKLYN","1205","SURF AVENUE",11224,"7187147407","American ",10
41497934,"ISLAND BURGER","BROOKLYN","915","UTICA AVENUE",11203,"7184952474","Hamburgers",9
41498021,"CAMPO DE FIORI","BROOKLYN","187       ","5 AVENUE                                                                                            ",11217,"3477630933","Italian",10
41498159,"HAND PULL NOODLE & DUMPLING HOUSE","BROOKLYN","7201      ","18 AVENUE                                                                                           ",11204,"7182326191","Chinese",6
41498197,"MACARON CAFE","MANHATTAN","44        ","EAST   59 STREET                                                                                    ",10022,"2124862470","Café/Coffee/Tea",5
41498400,"THE BEDFORD","BROOKLYN","110","BEDFORD AVENUE",11249,"7183021002","American ",15
41498413,"REINA DE LA NUBE BAKERY","BROOKLYN","922","4 AVENUE",11232,"7188320200","Latin (Cuban, Dominican, Puerto Rican, South & Central American)",13
41498508,"BERLYN","BROOKLYN","25","LAFAYETTE AVENUE",11217,"7182225800","German",9
41498521,"AUDREY AT ST. GILES HOTEL","MANHATTAN","120","EAST 39 STREET",10016,"2126851100","American ",10
41498550,"DRAGON HOUSE CHINESE RESTAURANT","STATEN ISLAND","280","SAND LANE",10305,"7185560888","Chinese",5
41498611,"MUSSELS & MORE","BROOKLYN","510","80 STREET",11209,"7186803390","Seafood",11
41498627,"RED C  RESTAURANT","STATEN ISLAND","1677","RICHMOND ROAD",10304,"3478253067","Mediterranean",6
41498667,"BEDOUIN TENT","BROOKLYN","405       ","ATLANTIC AVENUE                 ",11217,"7188525555","Middle Eastern",12
41498672,"LEE CHUNG CAFE","MANHATTAN","82","MADISON STREET",10002,"2122335142","Chinese",17
41498674,"OCEAN CHINESE RESTAURANT","BROOKLYN","6909      ","8 AVENUE                                          ",11228,"7184396288","Chinese",13
41498777,"TIFFANY'S KARIB BAKERY","QUEENS","231-09","LINDEN BOULEVARD",11411,"7182760372","Bakery",4
41498783,"IVY STAR BAR & RESTAURANT","BROOKLYN","133","IRVING AVENUE",11237,"9175794448","Mexican",6
41498784,"SUBWAY","BRONX","316","EAST KINGSBRIDGE ROAD",10458,"7185626200","Sandwiches",3
41498996,"LIMA LIMON PERUVIAN CUISINE","QUEENS","94-20","ROOSEVELT AVENUE",11372,"7186515002","Peruvian",5
41499016,"LA PLAYITA BAR AND RESTAURANT","QUEENS","811","SENECA AVENUE",11385,"7183660045","Latin (Cuban, Dominican, Puerto Rican, South & Central American)",13
41499145,"THE LAMBS CLUB","MANHATTAN","130       ","WEST 44 SREET                                     ",10036,"2129975262","American ",4
41499151,"THE LAMBS CLUB -- BANQUET KITCHEN","MANHATTAN","130","WEST 44 STREET",10036,"2129975262","American ",5
41499161,"DESANTOS RESTAURANT","MANHATTAN","139","WEST 10 STREET",10014,"2122069229","Italian",10
41499169,"THE LAMBS CLUB","MANHATTAN","130","WEST   44 STREET",10036,"2129975262","American ",6
41499185,"BURGER & BARREL","MANHATTAN","25","WEST HOUSTON STREET",10012,"2123347320","American ",7
41499250,"CHINA GARDEN","BROOKLYN","2014      ","BATH AVENUE                                                                                         ",11214,"7183339898","Chinese",6
41499313,"YI HONG RESTAURANT","BROOKLYN","9103      ","AVENUE L                                                                                            ",11236,"7182416570","Chinese",11
41499490,"BERGEN PIZZA","BROOKLYN","67","6 AVENUE",11217,"7186364863","Pizza",12
41499566,"HAPPY GARDEN","BRONX","208","EAST  165 STREET",10456,"7189925412","Chinese",5
41499599,"LIA COFFEE SHOP AND DELI","BRONX","1176","GARRISON AVENUE",10474,"3472696868","Spanish",12
41499620,"KAM MAN KITCHEN","BROOKLYN","1500      ","NOSTRAND AVENUE                                                                                     ",11226,"7182823400","Chinese",10
41499766,"SUBWAY","BRONX","1720","EASTCHESTER ROAD",10461,"7188284433","Sandwiches/Salads/Mixed Buffet",10
41499943,"PIZZA BY THE PARK","BROOKLYN","4201","7 AVENUE",11232,"7184382310","Pizza",9
41499963,"SAPID INDIAN RESTAURANT","BROOKLYN","595","Washington Avenue",11238,"7188578100","Indian",12
41499986,"PUERTO MADERO STEAK HOUSE","QUEENS","15815     ","HORACE HARDING EXPRESSWAY                                                                           ",11365,"7186614262","Latin (Cuban, Dominican, Puerto Rican, South & Central American)",7
41500338,"MCDONALD'S","QUEENS","15901     ","JAMAICA AVENUE                                                                                      ",11432,"7185263725","Hamburgers",11
41500437,"NUEVO PALACIO CHINO RESTAURANT","BROOKLYN","5621      ","5 AVENUE                                                                                            ",11220,"7184391117","Chinese",12
41500477,"NEWTOWN","BROOKLYN","55        ","WATERBURY STREET                                  ",11206,"3479846215","Vegetarian",9
41500601,"NANOOSH","MANHATTAN","111       ","UNIVERSITY PLACE                                  ",10003,"2123870744","Mediterranean",3
41500641,"DUNKIN DONUTS","STATEN ISLAND","1351","FOREST AVENUE",10302,"7184477857","Donuts",6
41500642,"BOB BAR","MANHATTAN","235","ELDRIDGE STREET",10002,"2125291807","American ",8
41500874,"RAFINA GREEK CUISINE","MANHATTAN","630","1 AVENUE",10016,"2125322234","Greek",11
41500904,"PIZZA ON THE RUN","BROOKLYN","2914","STILLWELL AVENUE",11224,"7185130454","Pizza",8
41500947,"CABO RESTAURANT","STATEN ISLAND","96","PAGE AVENUE",10309,"7189666766","Mexican",9
41501035,"STATION CAFE","BROOKLYN","224","FOURTH AVENUE",11215,"7185222083","American ",12
41501061,"JACOB RESTAURANT","MANHATTAN","2695      ","FEDERICK DOUGLAS BLVD                                                                               ",10030,"2122833663","Soul Food",6
41501088,"SOUTH JAMAICA PORTUGUESE SPORTING CLUB","QUEENS","9523      ","SUTPHIN BOULEVARD                                                                                   ",11435,"7182973343","Portuguese",17
41501104,"GOLDEN BAY BAKERY","BROOKLYN","5408","8 AVENUE",11220,"7188539888","Bakery",8
41501115,"MILANO'S PIZZERIA","MANHATTAN","2255","2 AVENUE",10029,"2129965141","Pizza",9
41501387,"BLT BAR & GRILL","MANHATTAN","123","WASHINGTON STREET",10006,"6468268666","American ",8
41501454,"DUNKIN DONUT","QUEENS","2412      ","STEINWAY STREET                                                                                     ",11103,"7182048408","Donuts",4
41501456,"KENNEDY FRIED CHICKEN","BROOKLYN","2325      ","MERMAID AVENUE                                                                                      ",11224,"3475876126","American ",9
41501500,"GOLDEN CITY CHINESE KITCHEN","BRONX","805       ","SOUNDVIEW AVENUE                                                                                    ",10473,"7188617899","Chinese",7
41501642,"SCOOPS R US","MANHATTAN","1514      ","BROADWAY                                                                                            ",10036,"6463668800","Ice Cream, Gelato, Yogurt, Ices",6
41501681,"SUBWAY","MANHATTAN","11        ","BROADWAY                                          ",10004,"2122692830","Sandwiches/Salads/Mixed Buffet",10
41501688,"GENTLEMAN FARMER","MANHATTAN","40        ","RIVINGTON STREET                                                                                    ",10002,"2126772172","French",6
41501822,"BLUE HAVEN","MANHATTAN","108       ","WEST HOUSTON STREET             ",10012,"2125053400","American ",9
41502106,"HO JING","BROOKLYN","5816","8 AVENUE",11220,"7184393453","Chinese",15
41502126,"NO NAME BAR","BROOKLYN","597       ","MANHATTAN AVENUE                                                                                    ",11222,"7183491010","American ",11
41502172,"DUNKIN' DONUTS","MANHATTAN","19","RECTOR STREET",10006,"2127858111","Donuts",5
41502332,"EL NUEVO POLLO RESTAURANT","BRONX","651       ","MORRIS PARK AVENUE              ",10462,"3478105304","Latin (Cuban, Dominican, Puerto Rican, South & Central American)",8
41502489,"ISAACS JAMAICAN CUISINE","BROOKLYN","1060","RUTLAND ROAD",11212,"3473655036","Caribbean",7
41502559,"NINTH WARD","MANHATTAN","180","2 AVENUE",10003,"2129799273","American ",6
41502571,"CHIFA RESTAURANT","QUEENS","7320      ","NORTHERN BOULEVARD                                                                                  ",11372,"7188980108","Chinese/Cuban",11
41502613,"OAXACA","BROOKLYN","250","4 AVENUE",11215,"7182221122","Mexican",13
41502639,"STROKOS","MANHATTAN","1121","ST. NICHOLAS AVENUE",10032,"2129271171","Sandwiches/Salads/Mixed Buffet",8
41502640,"SMALL KITCHEN","QUEENS","4437      ","VERNON BOULEVARD                                                                                    ",11101,"7186066200","Sandwiches/Salads/Mixed Buffet",8
41502643,"888 KITCHEN","QUEENS","6092      ","FLUSHING AVENUE                                                                                     ",11378,"7188948889","Chinese",12
41502689,"NYOGURT","STATEN ISLAND","2228      ","HYLAN BOULEVARD                                   ",10306,"7183511113","Ice Cream, Gelato, Yogurt, Ices",5
41502729,"ASIAN CHEF","QUEENS","2904      ","172 STREET                                                                                          ",11358,"7183591313","Chinese",10
41502750,"MICHAEL & PING'S MODERN CHINESE TAKE-OUT","BROOKLYN","437","3 AVENUE",11215,"7187880017","Chinese",9
41502775,"POPEYES CHICKEN & BISCUITS","QUEENS","4006      ","MAIN STREET                                                                                         ",11354,"7188865836","Chicken",4
41502782,"LOS POLLITOS","BROOKLYN","7215      ","3 AVENUE                                                                                            ",11209,"7184390808","Mexican",8
41502785,"HANG LUNG LUCKY RESTAURANT","MANHATTAN","1614      ","ST NICHOLAS AVENUE                                                                                  ",10040,"2129271525","Chinese",14
41502796,"CURRY KITCHEN","MANHATTAN","40        ","WEST    8 STREET                                                                                    ",10011,"2129822900","Indian",10
41502955,"TACOS EL REY","BROOKLYN","3168","CONEY ISLAND AVENUE",11235,"7187690116","Mexican",11
41503007,"ARGO TEA CAFE","MANHATTAN","75","UNIVERSITY PLACE",10003,"7185300520","Café/Coffee/Tea",12
41503082,"STATLER GRILL","MANHATTAN","136       ","WEST   33 STREET                                                                                    ",10001,"2127363353","American ",10
41503108,"TULCINGO RESTAURANT","QUEENS","40364040  ","NATIONAL STREET                                                                                     ",11368,"7186398880","Mexican",16
41503136,"THE HILLS RESTAURANT AND BAR","BROOKLYN","4706      ","CHURCH AVENUE                   ",11203,"7188565501","Caribbean",16
41503140,"VIP COFFEE","BROOKLYN","6714","BAY PARKWAY",11204,"7188378388","Bakery",16
41503142,"BOULEVARD COFFEE SHOP","QUEENS","13-01","40 AVENUE",11101,"7187847045","Latin (Cuban, Dominican, Puerto Rican, South & Central American)",8
41503169,"QQ STAR CHINESE FOOD","BROOKLYN","9212      ","4 AVENUE                                                                                            ",11209,"7188338078","Chinese",6
41503176,"CALI AJI CON SABOR RESTAURANT","QUEENS","9815      ","ASTORIA BOULEVARD                                                                                   ",11369,"7184768935","Latin (Cuban, Dominican, Puerto Rican, South & Central American)",11
41503179,"CHINA KING","QUEENS","17545     ","HILLSIDE AVENUE                                                                                     ",11432,"7185265400","Chinese",8
41503209,"NYONYA","BROOKLYN","2322","86 STREET",11214,"7182650888","Asian",14
41503428,"DUCALE RESTAURANT","QUEENS","1253      ","150 STREET                                                                                          ",11357,"7187674699","Italian",8
41503468,"NEW HANE SUSHI","MANHATTAN","581       ","3 AVENUE                                                                                            ",10016,"2126828388","Japanese",12
41503546,"RAYMI","MANHATTAN","43        ","WEST   24 STREET                                                                                    ",10010,"2129291200","Peruvian",11
41503575,"YUMMY THAI","MANHATTAN","4959","BROADWAY",10034,"9175290811","Thai",7
41503651,"PYRAMID KITCHEN","BRONX","3467      ","3 AVENUE                                                                                            ",10456,"7186651234","American ",6
41503710,"D'ANTIGUA RESTAURANT","QUEENS","8416      ","NORTHERN BOULEVARD                                                                                  ",11372,"7187790128","Latin (Cuban, Dominican, Puerto Rican, South & Central American)",13
41503714,"MISS KOREA","MANHATTAN","10        ","WEST   32 STREET                ",10001,"2125944963","Korean",8
41503751,"STANTON SOCIAL","MANHATTAN","99        ","STANTON STREET                  ",10002,"2129950099","American ",9
41503983,"BLUE FLAME CAFE","BROOKLYN","888       ","FOUNTAIN AVENUE                                                                                     ",11208,"7186426181","Caribbean",11
41504058,"LUCKY STAR CHINESE RESTURANT","BROOKLYN","6415","20 AVENUE",11204,"7188370298","Chinese",6
41504066,"RETRO FITNESS","STATEN ISLAND","2965","VETERANS ROAD WEST",10309,"7182277300","American ",5
41504220,"LE PAIN QUOTIDIEN","MANHATTAN","1271","6 AVENUE",10020,"6464624165","French",4
41504235,"SAMURAI SUSHI","BROOKLYN","1709      ","86 STREET                                                                                           ",11214,"7183317100","Japanese",11
